                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    424,                 0.4064,                0.24304,                0.91352,                0.98227,                  0.995,                0.99412,                0.96729,                0.24356,                0.12687,                0.81842,              0.0058123,              0.0058123,              0.0058123
                    425,                0.39641,                 0.2392,                0.90625,                0.98996,                0.98858,                0.99413,                 0.9677,                0.24298,                0.12628,                0.81823,              0.0058024,              0.0058024,              0.0058024
                    426,                0.39457,                0.23391,                0.90283,                 0.9901,                0.98824,                0.99405,                0.96891,                0.24272,                0.12614,                0.81792,              0.0057925,              0.0057925,              0.0057925
                    427,                0.39645,                0.23486,                0.90455,                0.99046,                0.98811,                0.99405,                0.97012,                0.24218,                0.12611,                0.81716,              0.0057826,              0.0057826,              0.0057826
                    428,                0.40066,                0.23749,                0.91011,                0.99046,                 0.9881,                0.99405,                0.97022,                0.24169,                 0.1259,                0.81689,              0.0057727,              0.0057727,              0.0057727
                    429,                0.40693,                0.24056,                0.90538,                0.99069,                0.98822,                0.99402,                0.97015,                0.24152,                0.12598,                0.81683,              0.0057628,              0.0057628,              0.0057628
                    430,                0.39912,                0.23365,                0.90964,                0.99047,                0.98817,                0.99398,                0.96982,                0.24068,                0.12549,                0.81649,              0.0057529,              0.0057529,              0.0057529
                    431,                0.39618,                 0.2398,                0.90479,                0.99032,                0.98832,                0.99402,                0.97026,                0.24031,                0.12544,                0.81629,               0.005743,               0.005743,               0.005743
                    432,                0.38604,                0.23024,                0.90426,                0.99056,                0.98832,                0.99394,                0.96974,                0.23979,                0.12511,                 0.8161,              0.0057331,              0.0057331,              0.0057331
                    433,                 0.3961,                0.23141,                0.90897,                 0.9908,                 0.9886,                0.99406,                0.96985,                0.23958,                0.12541,                0.81593,              0.0057232,              0.0057232,              0.0057232
                    434,                0.39573,                0.23065,                0.91099,                0.99048,                0.98849,                0.99397,                0.96937,                0.23936,                0.12442,                0.81578,              0.0057133,              0.0057133,              0.0057133
                    435,                0.40515,                0.23636,                0.91031,                0.99084,                 0.9889,                0.99413,                0.96942,                0.23914,                0.12437,                0.81571,              0.0057034,              0.0057034,              0.0057034
                    436,                0.39743,                 0.2328,                0.91028,                 0.9908,                0.98898,                0.99414,                0.97027,                0.23861,                0.12454,                0.81546,              0.0056935,              0.0056935,              0.0056935
                    437,                0.39774,                0.23422,                0.90479,                0.98975,                  0.989,                0.99406,                0.97104,                0.23829,                0.12409,                0.81526,              0.0056836,              0.0056836,              0.0056836
                    438,                0.39555,                0.23647,                0.90452,                0.98424,                0.99364,                0.99406,                0.96962,                0.23791,                0.12418,                0.81522,              0.0056737,              0.0056737,              0.0056737
                    439,                 0.4014,                 0.2372,                0.90583,                0.99026,                0.98992,                0.99413,                0.97005,                 0.2374,                0.12429,                0.81507,              0.0056638,              0.0056638,              0.0056638
                    440,                0.39385,                0.23457,                0.90396,                0.98454,                0.99398,                0.99409,                0.97077,                0.23706,                0.12362,                0.81493,              0.0056539,              0.0056539,              0.0056539
                    441,                0.39912,                0.23551,                0.90996,                0.98462,                0.99408,                0.99406,                0.97102,                0.23682,                0.12401,                0.81484,               0.005644,               0.005644,               0.005644
                    442,                0.39649,                0.23286,                0.91013,                0.98497,                0.99379,                0.99413,                0.97126,                0.23635,                0.12385,                0.81478,              0.0056341,              0.0056341,              0.0056341
                    443,                0.39777,                0.24301,                  0.907,                0.98569,                 0.9934,                0.99416,                0.97108,                0.23605,                0.12345,                0.81462,              0.0056242,              0.0056242,              0.0056242
                    444,                0.39368,                0.23458,                0.90754,                0.98533,                0.99553,                0.99414,                 0.9708,                0.23586,                0.12312,                0.81449,              0.0056143,              0.0056143,              0.0056143
                    445,                0.39424,                 0.2355,                0.90434,                0.98487,                0.99582,                0.99414,                0.97154,                0.23568,                0.12303,                0.81432,              0.0056044,              0.0056044,              0.0056044
                    446,                 0.3948,                0.23398,                0.90868,                 0.9861,                0.99555,                0.99414,                0.97109,                0.23558,                0.12342,                0.81422,              0.0055945,              0.0055945,              0.0055945
                    447,                0.38897,                 0.2284,                0.90133,                0.98596,                0.99572,                0.99414,                0.97102,                0.23528,                0.12386,                 0.8141,              0.0055846,              0.0055846,              0.0055846
                    448,                 0.3934,                0.23171,                0.90916,                0.98751,                0.99407,                0.99428,                0.96994,                0.23516,                 0.1236,                0.81396,              0.0055747,              0.0055747,              0.0055747
                    449,                0.39103,                0.23157,                0.90305,                0.98723,                0.99409,                0.99421,                0.96978,                0.23503,                0.12308,                0.81381,              0.0055648,              0.0055648,              0.0055648
                    450,                0.39971,                0.24001,                0.90897,                0.98889,                0.99297,                0.99427,                0.96978,                0.23479,                0.12301,                0.81365,              0.0055549,              0.0055549,              0.0055549
                    451,                0.38846,                0.22397,                0.90858,                0.98892,                0.99349,                0.99429,                0.97072,                0.23438,                 0.1229,                0.81348,               0.005545,               0.005545,               0.005545
                    452,                0.38687,                0.22638,                0.90184,                0.98883,                0.99251,                0.99428,                0.97116,                0.23412,                0.12247,                0.81333,              0.0055351,              0.0055351,              0.0055351
                    453,                0.39425,                0.23091,                0.90381,                0.98898,                0.99232,                0.99424,                0.97132,                0.23394,                0.12267,                0.81329,              0.0055252,              0.0055252,              0.0055252
                    454,                 0.3817,                0.22468,                0.90366,                0.98921,                 0.9928,                0.99425,                0.97094,                0.23379,                0.12204,                 0.8133,              0.0055153,              0.0055153,              0.0055153
                    455,                0.39065,                0.22611,                0.89915,                0.98929,                0.99262,                0.99425,                0.97169,                0.23353,                0.12187,                0.81314,              0.0055054,              0.0055054,              0.0055054
                    456,                 0.3876,                0.22724,                0.89616,                 0.9894,                0.99245,                0.99424,                0.97153,                0.23335,                0.12123,                0.81304,              0.0054955,              0.0054955,              0.0054955
                    457,                0.39631,                0.22904,                0.90124,                0.98862,                0.99212,                0.99417,                0.97139,                0.23321,                0.12165,                0.81284,              0.0054856,              0.0054856,              0.0054856
                    458,                0.38571,                0.23324,                0.89822,                0.98942,                0.99153,                0.99412,                0.97111,                  0.233,                0.12136,                0.81266,              0.0054757,              0.0054757,              0.0054757
                    459,                0.38875,                0.23424,                0.90022,                0.98941,                0.99153,                0.99414,                0.97105,                0.23271,                0.12117,                 0.8125,              0.0054658,              0.0054658,              0.0054658
                    460,                0.40166,                0.24084,                0.90869,                0.98727,                0.99214,                0.99413,                0.97035,                0.23264,                0.12113,                0.81239,              0.0054559,              0.0054559,              0.0054559
                    461,                0.38939,                0.23088,                  0.904,                0.98666,                0.99383,                0.99424,                0.97073,                0.23254,                0.12167,                0.81236,               0.005446,               0.005446,               0.005446
                    462,                0.38387,                0.22486,                0.89625,                0.98655,                0.99384,                0.99417,                0.97026,                0.23235,                0.12225,                0.81231,              0.0054361,              0.0054361,              0.0054361
                    463,                0.38733,                0.23095,                0.90251,                0.98854,                0.99178,                 0.9942,                0.97088,                0.23214,                0.12149,                0.81226,              0.0054262,              0.0054262,              0.0054262
                    464,                0.37848,                0.22641,                0.90159,                0.98663,                0.99376,                0.99414,                0.97104,                0.23186,                  0.121,                0.81209,              0.0054163,              0.0054163,              0.0054163
                    465,                0.38183,                0.23039,                0.89603,                0.98675,                0.99386,                0.99411,                0.96928,                0.23159,                0.12126,                0.81196,              0.0054064,              0.0054064,              0.0054064
                    466,                0.39078,                0.23069,                0.90899,                0.98557,                0.99511,                0.99408,                 0.9689,                0.23131,                0.12107,                0.81192,              0.0053965,              0.0053965,              0.0053965
                    467,                0.38451,                0.22518,                0.89837,                0.98582,                 0.9947,                0.99408,                0.96953,                0.23129,                0.12098,                0.81182,              0.0053866,              0.0053866,              0.0053866
                    468,                0.38869,                0.22531,                0.90559,                0.98609,                0.99462,                0.99408,                0.96934,                0.23114,                0.12071,                0.81172,              0.0053767,              0.0053767,              0.0053767
                    469,                0.38873,                0.22811,                0.89955,                0.98774,                0.99235,                0.99414,                0.96966,                0.23083,                0.12078,                0.81166,              0.0053668,              0.0053668,              0.0053668
                    470,                0.38626,                0.22715,                0.89262,                0.98739,                0.99397,                0.99415,                0.97073,                0.23038,                0.12053,                0.81146,              0.0053569,              0.0053569,              0.0053569
                    471,                0.38482,                0.22745,                0.89557,                0.98757,                0.99395,                0.99422,                0.97045,                0.23008,                0.12021,                0.81144,               0.005347,               0.005347,               0.005347
                    472,                0.38088,                0.22835,                0.90003,                0.98989,                0.99164,                0.99422,                0.97122,                0.22961,                0.12041,                 0.8112,              0.0053371,              0.0053371,              0.0053371
                    473,                0.38722,                   0.23,                0.90682,                0.98756,                0.99395,                0.99422,                 0.9719,                0.22929,                0.12044,                0.81108,              0.0053272,              0.0053272,              0.0053272
                    474,                0.37994,                0.22297,                0.89849,                0.98998,                0.99175,                0.99408,                0.97177,                0.22915,                   0.12,                0.81091,              0.0053173,              0.0053173,              0.0053173
                    475,                0.38538,                 0.2299,                0.90147,                0.98745,                0.99409,                0.99422,                0.97237,                0.22892,                0.12001,                0.81078,              0.0053074,              0.0053074,              0.0053074
                    476,                0.39061,                0.22803,                0.90209,                0.99011,                0.99146,                0.99422,                0.97217,                0.22864,                0.12014,                0.81064,              0.0052975,              0.0052975,              0.0052975
                    477,                0.38127,                0.22559,                0.90468,                0.99001,                 0.9914,                0.99414,                0.97182,                0.22839,                0.12022,                0.81052,              0.0052876,              0.0052876,              0.0052876
                    478,                0.37861,                0.23039,                0.89974,                0.98971,                0.99187,                0.99414,                0.97163,                0.22818,                0.12042,                0.81043,              0.0052777,              0.0052777,              0.0052777
                    479,                0.38171,                0.22581,                0.89451,                0.99031,                0.99152,                0.99414,                0.97176,                0.22816,                0.12081,                0.81045,              0.0052678,              0.0052678,              0.0052678
                    480,                0.37412,                0.22297,                0.89677,                0.99046,                0.99151,                0.99421,                0.97201,                  0.228,                0.12117,                0.81033,              0.0052579,              0.0052579,              0.0052579
                    481,                0.38441,                0.22901,                0.90021,                0.99067,                0.99135,                0.99414,                0.97184,                0.22763,                0.12016,                0.81028,               0.005248,               0.005248,               0.005248
                    482,                 0.3795,                0.22429,                0.90029,                0.99048,                 0.9912,                0.99413,                0.97226,                0.22724,                0.12055,                0.81014,              0.0052381,              0.0052381,              0.0052381
                    483,                0.38159,                0.22662,                0.90438,                0.99046,                 0.9916,                 0.9942,                0.97118,                0.22705,                0.12054,                0.81006,              0.0052282,              0.0052282,              0.0052282
                    484,                0.37206,                0.22225,                0.89775,                0.99024,                0.99173,                 0.9942,                0.97174,                0.22682,                0.12002,                0.80999,              0.0052183,              0.0052183,              0.0052183
                    485,                0.38198,                 0.2289,                0.90506,                0.99076,                0.99108,                0.99413,                0.97186,                0.22668,                0.11997,                0.80995,              0.0052084,              0.0052084,              0.0052084
                    486,                0.37765,                0.22448,                0.90263,                0.98903,                0.99241,                 0.9942,                0.97203,                0.22641,                0.12031,                0.80989,              0.0051985,              0.0051985,              0.0051985
                    487,                0.38047,                0.22745,                0.89895,                0.98995,                 0.9912,                0.99423,                0.97255,                0.22623,                0.12029,                0.80985,              0.0051886,              0.0051886,              0.0051886
                    488,                0.38244,                0.22707,                0.90281,                0.99023,                0.99084,                0.99415,                0.97266,                0.22574,                0.11999,                0.80974,              0.0051787,              0.0051787,              0.0051787
                    489,                 0.3797,                0.22285,                0.89465,                 0.9896,                0.99169,                0.99423,                0.97272,                 0.2255,                0.11986,                0.80961,              0.0051688,              0.0051688,              0.0051688
                    490,                0.37182,                0.22092,                0.88985,                0.99026,                0.99111,                0.99416,                0.97229,                0.22527,                0.12005,                0.80958,              0.0051589,              0.0051589,              0.0051589
                    491,                0.38467,                0.22634,                0.89547,                0.99032,                0.99106,                0.99416,                0.97286,                0.22504,                0.11993,                0.80943,               0.005149,               0.005149,               0.005149
                    492,                 0.3802,                0.22354,                0.89868,                0.98607,                0.99391,                0.99423,                0.97277,                0.22462,                0.11978,                0.80931,              0.0051391,              0.0051391,              0.0051391
                    493,                0.37387,                0.22286,                0.89748,                0.99039,                0.99107,                0.99416,                0.97288,                0.22458,                0.11931,                0.80933,              0.0051292,              0.0051292,              0.0051292
                    494,                 0.3804,                0.22791,                0.89429,                 0.9894,                0.99149,                0.99423,                0.97237,                0.22436,                0.11926,                0.80929,              0.0051193,              0.0051193,              0.0051193
                    495,                0.37223,                0.21974,                0.89754,                0.98927,                0.99149,                0.99423,                0.97234,                0.22418,                0.11889,                0.80917,              0.0051094,              0.0051094,              0.0051094
                    496,                0.36391,                0.21717,                 0.8885,                0.99016,                0.99066,                0.99415,                 0.9726,                0.22389,                0.11898,                0.80909,              0.0050995,              0.0050995,              0.0050995
                    497,                0.37358,                0.21976,                0.90375,                0.98921,                0.99161,                0.99423,                0.97224,                0.22359,                 0.1184,                0.80899,              0.0050896,              0.0050896,              0.0050896
                    498,                0.37023,                0.21957,                0.89452,                0.99012,                 0.9909,                0.99415,                0.97197,                0.22332,                0.11845,                0.80896,              0.0050797,              0.0050797,              0.0050797
                    499,                0.37881,                0.22407,                0.89899,                0.99009,                0.99098,                0.99416,                0.97218,                0.22323,                0.11847,                0.80893,              0.0050698,              0.0050698,              0.0050698
                    500,                0.37144,                0.22288,                0.89894,                0.98994,                0.99056,                0.99415,                0.97224,                0.22313,                0.11886,                0.80889,              0.0050599,              0.0050599,              0.0050599
                    501,                 0.3753,                0.22703,                0.89869,                0.98987,                0.99038,                0.99415,                 0.9722,                0.22279,                0.11884,                0.80872,                0.00505,                0.00505,                0.00505
                    502,                0.37073,                0.22045,                0.89443,                 0.9879,                0.99311,                0.99423,                0.97288,                0.22258,                0.11912,                0.80866,              0.0050401,              0.0050401,              0.0050401
                    503,                0.37305,                0.22739,                0.90251,                0.98771,                0.99269,                0.99422,                0.97413,                0.22223,                0.11935,                0.80856,              0.0050302,              0.0050302,              0.0050302
                    504,                0.37135,                0.22654,                0.89457,                0.98792,                0.99305,                0.99423,                0.97403,                0.22207,                0.11945,                0.80846,              0.0050203,              0.0050203,              0.0050203
                    505,                0.37158,                0.23145,                0.89246,                0.98967,                0.99142,                0.99415,                0.97332,                 0.2219,                0.11913,                 0.8084,              0.0050104,              0.0050104,              0.0050104
                    506,                0.37595,                0.22477,                0.89801,                0.98758,                0.99264,                0.99428,                 0.9736,                 0.2218,                0.11903,                0.80835,              0.0050005,              0.0050005,              0.0050005
                    507,                0.37224,                0.22232,                0.89801,                0.98759,                0.99262,                0.99422,                0.97374,                0.22173,                0.11917,                0.80833,              0.0049906,              0.0049906,              0.0049906
                    508,                0.37006,                0.22427,                0.89661,                0.98797,                0.99294,                0.99429,                0.97415,                0.22144,                0.11912,                0.80829,              0.0049807,              0.0049807,              0.0049807
                    509,                0.36756,                0.22729,                 0.8969,                0.98785,                0.99252,                0.99428,                0.97402,                0.22101,                0.11919,                0.80821,              0.0049708,              0.0049708,              0.0049708
                    510,                0.36407,                0.22143,                0.89854,                0.98841,                0.99272,                0.99423,                 0.9735,                0.22093,                0.11898,                0.80815,              0.0049609,              0.0049609,              0.0049609
                    511,                0.36272,                0.22272,                0.89245,                0.98789,                  0.993,                0.99429,                0.97337,                0.22068,                0.11869,                  0.808,               0.004951,               0.004951,               0.004951
                    512,                0.35889,                0.21692,                0.88525,                0.98788,                0.99296,                0.99437,                0.97359,                0.22047,                0.11839,                0.80793,              0.0049411,              0.0049411,              0.0049411
                    513,                0.37207,                 0.2209,                0.89535,                0.98976,                0.99136,                 0.9942,                 0.9733,                0.22029,                0.11856,                0.80784,              0.0049312,              0.0049312,              0.0049312
                    514,                0.36368,                0.21983,                0.88636,                0.98952,                0.99064,                0.99419,                0.97413,                0.21995,                0.11825,                0.80772,              0.0049213,              0.0049213,              0.0049213
                    515,                0.36185,                  0.223,                0.89716,                0.98955,                0.99067,                0.99419,                0.97471,                0.21967,                0.11809,                0.80761,              0.0049114,              0.0049114,              0.0049114
                    516,                0.36861,                0.22482,                0.89368,                0.98758,                0.99296,                0.99433,                0.97499,                 0.2195,                0.11802,                0.80752,              0.0049015,              0.0049015,              0.0049015
                    517,                0.36371,                0.22267,                0.89661,                0.98866,                0.99182,                0.99427,                0.97512,                 0.2194,                0.11797,                0.80748,              0.0048916,              0.0048916,              0.0048916
                    518,                0.36986,                0.22553,                0.90159,                0.98848,                0.99187,                0.99427,                0.97519,                0.21932,                0.11803,                0.80741,              0.0048817,              0.0048817,              0.0048817
                    519,                0.36766,                0.22122,                0.90197,                0.98766,                0.99297,                0.99434,                0.97423,                0.21914,                0.11836,                0.80734,              0.0048718,              0.0048718,              0.0048718
                    520,                0.35798,                0.21344,                0.89563,                0.98759,                0.99304,                0.99434,                0.97518,                0.21913,                0.11826,                0.80738,              0.0048619,              0.0048619,              0.0048619
                    521,                0.36273,                0.22017,                0.89605,                0.98746,                0.99311,                0.99434,                0.97516,                 0.2189,                0.11812,                0.80732,               0.004852,               0.004852,               0.004852
                    522,                0.36399,                0.21609,                  0.892,                0.98658,                0.99295,                0.99427,                0.97535,                0.21876,                 0.1179,                0.80723,              0.0048421,              0.0048421,              0.0048421
                    523,                0.37052,                 0.2232,                0.89443,                0.98866,                0.99208,                0.99428,                0.97512,                0.21859,                0.11782,                0.80712,              0.0048322,              0.0048322,              0.0048322
                    524,                0.37045,                0.22726,                0.89693,                0.98763,                0.99308,                0.99434,                0.97545,                0.21851,                 0.1176,                0.80708,              0.0048223,              0.0048223,              0.0048223
                    525,                0.35565,                0.21769,                0.88441,                 0.9865,                 0.9932,                0.99433,                0.97542,                0.21828,                0.11795,                0.80701,              0.0048124,              0.0048124,              0.0048124
                    526,                0.36825,                0.22313,                0.89077,                 0.9866,                0.99318,                0.99433,                 0.9755,                0.21791,                0.11764,                0.80692,              0.0048025,              0.0048025,              0.0048025
                    527,                0.35931,                0.21718,                0.88762,                0.98896,                0.99201,                0.99428,                 0.9755,                0.21774,                0.11752,                0.80687,              0.0047926,              0.0047926,              0.0047926
                    528,                0.35975,                0.21556,                0.89226,                0.98751,                0.99352,                0.99441,                0.97551,                0.21755,                0.11744,                 0.8068,              0.0047827,              0.0047827,              0.0047827
                    529,                0.36402,                0.21684,                0.88999,                0.98721,                0.99363,                0.99441,                0.97506,                0.21734,                0.11725,                0.80668,              0.0047728,              0.0047728,              0.0047728
                    530,                0.36466,                0.21415,                0.89037,                0.98695,                0.99391,                0.99433,                 0.9752,                0.21707,                0.11737,                0.80657,              0.0047629,              0.0047629,              0.0047629
                    531,                0.36067,                0.21729,                0.89726,                0.98847,                0.99202,                0.99427,                0.97558,                0.21676,                0.11727,                0.80647,               0.004753,               0.004753,               0.004753
                    532,                0.36357,                 0.2168,                0.89431,                0.98694,                0.99389,                0.99433,                0.97589,                0.21654,                 0.1171,                0.80633,              0.0047431,              0.0047431,              0.0047431
                    533,                0.35855,                0.21799,                0.89709,                0.98827,                0.99203,                0.99427,                 0.9757,                0.21621,                0.11695,                0.80622,              0.0047332,              0.0047332,              0.0047332
                    534,                0.35873,                0.21246,                 0.8914,                0.98765,                0.99345,                0.99434,                0.97562,                0.21602,                0.11691,                0.80614,              0.0047233,              0.0047233,              0.0047233
                    535,                0.36193,                0.21579,                 0.8887,                 0.9878,                0.99329,                0.99434,                0.97559,                0.21582,                0.11738,                0.80603,              0.0047134,              0.0047134,              0.0047134
                    536,                0.36546,                0.21594,                0.89782,                0.98711,                0.99347,                0.99441,                0.97576,                 0.2157,                0.11727,                0.80593,              0.0047035,              0.0047035,              0.0047035
                    537,                0.35373,                0.21511,                0.88918,                0.98755,                0.99265,                0.99433,                0.97559,                0.21562,                0.11667,                0.80585,              0.0046936,              0.0046936,              0.0046936
                    538,                0.36421,                0.21566,                0.88946,                0.98816,                0.99314,                0.99434,                0.97547,                0.21543,                0.11701,                0.80568,              0.0046837,              0.0046837,              0.0046837
                    539,                0.35912,                0.21269,                0.88859,                0.98735,                 0.9933,                0.99441,                0.97596,                0.21526,                0.11699,                0.80557,              0.0046738,              0.0046738,              0.0046738
                    540,                0.36519,                0.21635,                0.89032,                 0.9882,                0.99309,                0.99434,                0.97557,                0.21522,                0.11688,                0.80552,              0.0046639,              0.0046639,              0.0046639
                    541,                0.35473,                0.21148,                0.89122,                0.98733,                0.99328,                 0.9944,                 0.9761,                0.21503,                0.11661,                0.80544,               0.004654,               0.004654,               0.004654
                    542,                0.36587,                0.21784,                0.89571,                0.98814,                 0.9931,                0.99441,                0.97615,                0.21479,                0.11682,                0.80535,              0.0046441,              0.0046441,              0.0046441
                    543,                0.35996,                0.20988,                0.88713,                0.98743,                0.99323,                0.99433,                0.97683,                0.21457,                0.11684,                0.80528,              0.0046342,              0.0046342,              0.0046342
                    544,                0.36093,                0.21064,                0.88684,                0.98775,                0.99253,                0.99434,                 0.9764,                0.21433,                0.11687,                0.80524,              0.0046243,              0.0046243,              0.0046243
                    545,                 0.3523,                0.20712,                0.88822,                0.98816,                0.99315,                0.99442,                0.97652,                0.21406,                0.11667,                0.80508,              0.0046144,              0.0046144,              0.0046144
                    546,                0.34767,                0.20422,                0.88485,                0.98839,                0.99302,                0.99434,                0.97675,                0.21384,                0.11651,                0.80501,              0.0046045,              0.0046045,              0.0046045
                    547,                0.36008,                0.20951,                0.89133,                0.98745,                0.99274,                0.99441,                0.97682,                0.21365,                0.11667,                0.80498,              0.0045946,              0.0045946,              0.0045946
                    548,                0.34837,                0.21171,                0.88611,                0.98799,                 0.9933,                0.99442,                0.97716,                0.21343,                0.11663,                0.80492,              0.0045847,              0.0045847,              0.0045847
                    549,                 0.3602,                0.21334,                0.89567,                0.98846,                0.99299,                0.99434,                0.97685,                0.21341,                0.11649,                0.80484,              0.0045748,              0.0045748,              0.0045748
                    550,                 0.3522,                0.20968,                0.88822,                0.98737,                0.99338,                0.99441,                0.97712,                0.21323,                 0.1164,                0.80483,              0.0045649,              0.0045649,              0.0045649
                    551,                0.35216,                0.21414,                0.88766,                0.98792,                0.99254,                0.99434,                0.97698,                0.21293,                0.11638,                0.80474,               0.004555,               0.004555,               0.004555
                    552,                0.35065,                0.21106,                0.88723,                0.98867,                0.99289,                0.99441,                0.97732,                0.21265,                0.11614,                 0.8047,              0.0045451,              0.0045451,              0.0045451
                    553,                0.35642,                 0.2119,                0.88645,                0.98873,                0.99286,                0.99441,                0.97725,                0.21253,                0.11603,                0.80464,              0.0045352,              0.0045352,              0.0045352
                    554,                0.35373,                0.21276,                0.88698,                0.98873,                 0.9929,                0.99441,                 0.9774,                0.21234,                0.11597,                0.80455,              0.0045253,              0.0045253,              0.0045253
                    555,                0.35364,                0.21028,                 0.8882,                0.98881,                0.99288,                0.99441,                0.97726,                 0.2121,                0.11585,                0.80444,              0.0045154,              0.0045154,              0.0045154
                    556,                0.34927,                  0.209,                0.88449,                0.98886,                0.99283,                0.99434,                0.97735,                0.21181,                0.11597,                0.80431,              0.0045055,              0.0045055,              0.0045055
                    557,                0.34862,                0.21064,                0.88413,                0.98828,                0.99245,                0.99441,                0.97719,                0.21177,                0.11598,                 0.8042,              0.0044956,              0.0044956,              0.0044956
